Date,"Modeled
Snow
Precipitation
(mm of water)","Modeled
Non-Snow
Precipitation
(mm of water)","Observed
Snow
Precipitation
(mm of water)","Observed
Non-Snow
Precipitation
(mm of water)","Observed
Unknown
Precipitation
(mm of water)","Modeled
Snow Water
Equivalent
(cm)","Modeled
Snow
Depth
(cm)","Observed
Present
Weather"
2022-10-26 23,0,0,,,0,0,0,
2022-10-27 00,0,0,,,0,0,0,
2022-10-27 01,0,0,,,0,0,0,
2022-10-27 02,0,0,,,0,0,0,
2022-10-27 03,0,0.16,,,0,0,0,
2022-10-27 04,0,0.14,,,0,0,0,
2022-10-27 05,0,0.13,,,0,0,0,
2022-10-27 06,0,0.01,,,0,0,0,
2022-10-27 07,0,0,,,0,0,0,
2022-10-27 08,0,0,,,0,0,0,
2022-10-27 09,0,0,,,,0,0,No Precip
2022-10-27 10,0,0.01,,,,0,0,
2022-10-27 11,0,0.01,,,,0,0,
2022-10-27 12,0,0,,,0,0,0,
2022-10-27 13,0,0,,,0,0,0,
2022-10-27 14,0,0,,,0,0,0,
2022-10-27 15,0,0,,,0,0,0,
2022-10-27 16,0,0,,,0,0,0,
2022-10-27 17,0,0,,,0,0,0,
2022-10-27 18,0,0,,,0,0,0,
2022-10-27 19,0,0,,,0,0,0,
2022-10-27 20,0,0,,,0,0,0,
2022-10-27 21,0,0,,,0,0,0,
2022-10-27 22,0,0,,,0,0,0,
2022-10-27 23,0,0,,,0,0,0,
2022-10-28 00,0,0,,,0,0,0,
2022-10-28 01,0,0,,,0,0,0,
2022-10-28 02,0,0,,,0,0,0,
2022-10-28 03,0,0,,,0,0,0,
2022-10-28 04,0,0,,,0,0,0,
2022-10-28 05,0,0,,,0,0,0,
2022-10-28 06,0,0,,,0,0,0,
2022-10-28 07,0,0,,,0,0,0,
2022-10-28 08,0,0,,,0,0,0,
2022-10-28 09,0,0,,,0,0,0,
2022-10-28 10,0,0,,,0,0,0,
2022-10-28 11,0,0,,,0,0,0,No Precip
2022-10-28 12,0,0,,,,0,0,
2022-10-28 13,0,0,,,,0,0,
2022-10-28 14,0,0,,,,0,0,
2022-10-28 15,0,0,,,0,0,0,
2022-10-28 16,0,0,,,0,0,0,
2022-10-28 17,0,0,,,0,0,0,
2022-10-28 18,0,0,,,0,0,0,
2022-10-28 19,0,0,,,0,0,0,
2022-10-28 20,0,0,,,0,0,0,
2022-10-28 21,0,0,,,0,0,0,
2022-10-28 22,0,0,,,0,0,0,
2022-10-28 23,0,0,,,0,0,0,
2022-10-29 00,0,0,,,0,0,0,
2022-10-29 01,0,0,,,0,0,0,
2022-10-29 02,0,0,,,0,0,0,
2022-10-29 03,0,0,,,0,0,0,
2022-10-29 04,0,0,,,0,0,0,
2022-10-29 05,0,0,,,0,0,0,
2022-10-29 06,0,0,,,0,0,0,
2022-10-29 07,0,0,,,0,0,0,
2022-10-29 08,0,0,,,0,0,0,
2022-10-29 09,0,0,,,0,0,0,
2022-10-29 10,0,0,,,0,0,0,
2022-10-29 11,0,0,,,0,0,0,
2022-10-29 12,0,0,,,0,0,0,
2022-10-29 13,0,0,,,0,0,0,
2022-10-29 14,0,0,,,0,0,0,No Precip
2022-10-29 15,0,0,,,0,0,0,
2022-10-29 16,0,0,,,0,0,0,
2022-10-29 17,0,0,,,0,0,0,
2022-10-29 18,0,0,,,0,0,0,
2022-10-29 19,0,0,,,0,0,0,
2022-10-29 20,0,0,,,0,0,0,
2022-10-29 21,0,0,,,0,0,0,
2022-10-29 22,0,0,,,0,0,0,
2022-10-29 23,0,0,,,0,0,0,
2022-10-30 00,0,0,,,0,0,0,
2022-10-30 01,0,0,,,0,0,0,
2022-10-30 02,0,0,,,0,0,0,
2022-10-30 03,0,0,,,0,0,0,
2022-10-30 04,0,0,,,0,0,0,
2022-10-30 05,0,0,,,0,0,0,
2022-10-30 06,0,0,,,0,0,0,
2022-10-30 07,0,0,,,0,0,0,
2022-10-30 08,0,0,,,0,0,0,
2022-10-30 09,0,0,,,0,0,0,
2022-10-30 10,0,0,,,0,0,0,
2022-10-30 11,0,0,,,0,0,0,
2022-10-30 12,0,0,,,0,0,0,
2022-10-30 13,0,0,,,0,0,0,
2022-10-30 14,0,0,,,0,0,0,
2022-10-30 15,0,0,,,0,0,0,
2022-10-30 16,0,0,,,0,0,0,
2022-10-30 17,0,0,,,0,0,0,
2022-10-30 18,0,0,,,0,0,0,
2022-10-30 19,0,0,,,0,0,0,
2022-10-30 20,0,0,,,0,0,0,
2022-10-30 21,0,0,,,0,0,0,
2022-10-30 22,0,0,,,0,0,0,
2022-10-30 23,0,0,,,0,0,0,
2022-10-31 00,0,0,,,0,0,0,
2022-10-31 01,0,0,,,0,0,0,
2022-10-31 02,0,0,,,0,0,0,
2022-10-31 03,0,0,,,0,0,0,
2022-10-31 04,0,0,,,0,0,0,
2022-10-31 05,0,0,,,0,0,0,
2022-10-31 06,0,0,,,0,0,0,
2022-10-31 07,0,0,,,0,0,0,
2022-10-31 08,0,0,,,0,0,0,
2022-10-31 09,0,0,,,0.02,0,0,No Precip
2022-10-31 10,0,0,,,0.06,0,0,
2022-10-31 11,0,0,,,0.06,0,0,
2022-10-31 12,0,0,,,0.06,0,0,
2022-10-31 13,0,0,,,0.06,0,0,
2022-10-31 14,0,0,,,0.06,0,0,
2022-10-31 15,0,0,,,0.06,0,0,
2022-10-31 16,0,0,,,0.06,0,0,
2022-10-31 17,0,0,,,0.06,0,0,
2022-10-31 18,0,0,,,0.06,0,0,
2022-10-31 19,0,0,,,0.06,0,0,
2022-10-31 20,0,0,,,0.06,0,0,
2022-10-31 21,0,0,,,0.06,0,0,
2022-10-31 22,0,0,,,0.06,0,0,
2022-10-31 23,0,0,,,0.06,0,0,
2022-11-01 00,0,0,,,0.06,0,0,
2022-11-01 01,0,0,,,0.06,0,0,
2022-11-01 02,0,0,,,0.06,0,0,
2022-11-01 03,0,0,,,0.06,0,0,
2022-11-01 04,0,0,,,0.06,0,0,
2022-11-01 05,0,0,,,0.06,0,0,
2022-11-01 06,0,0,,,0.06,0,0,
2022-11-01 07,0,0.03,,,0.06,0,0,
2022-11-01 08,0,0.38,,,0.06,0,0,
2022-11-01 09,0,0.21,,,0.06,0,0,No Precip
2022-11-01 10,0,0.02,,,0.05,0,0,
2022-11-01 11,0,0,,,0.05,0,0,
2022-11-01 12,0,0.23,,,0.05,0,0,
2022-11-01 13,0,0.16,,,0.05,0,0,
2022-11-01 14,0,0.47,,,0.05,0,0,
2022-11-01 15,0,0,,,0.05,0,0,
2022-11-01 16,0,0,,,0.05,0,0,
2022-11-01 17,0,0,,,0.05,0,0,
2022-11-01 18,0,0.1,,,0.05,0,0,
2022-11-01 19,0,0.03,,,0.05,0,0,
2022-11-01 20,0,0,,,0.05,0,0,
2022-11-01 21,0,0,,,0.05,0,0,
2022-11-01 22,0,0.09,,,0.05,0,0,
2022-11-01 23,0,0,,,0.05,0,0,
2022-11-02 00,0,0,,,0.05,0,0,
2022-11-02 01,0,0,,,0.05,0,0,
2022-11-02 02,0,0,,,0.05,0,0,
2022-11-02 03,0,0,,,0.05,0,0,
2022-11-02 04,0,0,,,0.05,0,0,
2022-11-02 05,0,0,,,0.05,0,0,
2022-11-02 06,0,0,,,0.05,0,0,
2022-11-02 07,0,0,,,0.05,0,0,
2022-11-02 08,0,0,,,0.05,0,0,
2022-11-02 09,0,0,,,,0,0,No Precip
2022-11-02 10,0,0,,,0,0,0,
2022-11-02 11,0,0,,,0,0,0,
2022-11-02 12,0,0,,,0,0,0,
2022-11-02 13,0,0,,,0,0,0,
2022-11-02 14,0,0,,,0,0,0,
2022-11-02 15,0,0,,,0,0,0,
2022-11-02 16,0,0,,,0,0,0,
2022-11-02 17,0,0,,,0,0,0,
2022-11-02 18,0,0,,,0,0,0,
2022-11-02 19,0,0,,,0,0,0,
2022-11-02 20,0,0,,,0,0,0,
2022-11-02 21,0,0,,,0,0,0,
2022-11-02 22,0,0,,,0,0,0,
2022-11-02 23,0,0,,,0,0,0,
2022-11-03 00,0,0,,,0,0,0,
2022-11-03 01,0,0,,,0,0,0,
2022-11-03 02,0,0,,,0,0,0,
2022-11-03 03,0,0,,,0,0,0,
2022-11-03 04,0,0,,,0,0,0,
2022-11-03 05,0,0,,,0,0,0,
2022-11-03 06,0,0,,,0,0,0,
2022-11-03 07,0,0,,,0,0,0,
2022-11-03 08,0,0,,,0,0,0,
2022-11-03 09,0,0,,,,0,0,No Precip
2022-11-03 10,0,0,,,,0,0,
2022-11-03 11,0,0,,,,0,0,
2022-11-03 12,0,0,,,0,0,0,
2022-11-03 13,0,0,,,0,0,0,
2022-11-03 14,0,0,,,0,0,0,
2022-11-03 15,0,0,,,0,0,0,
2022-11-03 16,0,0,,,0,0,0,
2022-11-03 17,0,0,,,0,0,0,
2022-11-03 18,0,0,,,0,0,0,
2022-11-03 19,0,0,,,0,0,0,
2022-11-03 20,0,0,,,0,0,0,
2022-11-03 21,0,0,,,0,0,0,
2022-11-03 22,0,0,,,0,0,0,
2022-11-03 23,0,0,,,0,0,0,
2022-11-04 00,0,0,,,0,0,0,
2022-11-04 01,0,0,,,0,0,0,
2022-11-04 02,0,0,,,0,0,0,
2022-11-04 03,0,0,,,0,0,0,
2022-11-04 04,0,0,,,0,0,0,
2022-11-04 05,0,0,,,0,0,0,
2022-11-04 06,0,0,,,0,0,0,
2022-11-04 07,0,0,,,0,0,0,
2022-11-04 08,0,0,,,0,0,0,
2022-11-04 09,0,0,,,0,0,0,
2022-11-04 10,0,0,,,0,0,0,
2022-11-04 11,0,0,,,0,0,0,No Precip
2022-11-04 12,0,0,,,0,0,0,
2022-11-04 13,0,0,,,0,0,0,
2022-11-04 14,0,0,,,0,0,0,
2022-11-04 15,0,0,,,0,0,0,
2022-11-04 16,0,0,,,0,0,0,
2022-11-04 17,0,0,,,0,0,0,
2022-11-04 18,0,0,,,0,0,0,
2022-11-04 19,0,0,,,0,0,0,
2022-11-04 20,0,0,,,0,0,0,
2022-11-04 21,0,0,,,0,0,0,
2022-11-04 22,0,0,,,0,0,0,
2022-11-04 23,0,0,,,0,0,0,
2022-11-05 00,0,0,,,0,0,0,
2022-11-05 01,0,0,,,0,0,0,
2022-11-05 02,0,0,,,0,0,0,
2022-11-05 03,0,0,,,0,0,0,
2022-11-05 04,0,0,,,0,0,0,
2022-11-05 05,0,0,,,0,0,0,
2022-11-05 06,0,0,,,0,0,0,
2022-11-05 07,0,0,,,0,0,0,
2022-11-05 08,0,0,,,0,0,0,
2022-11-05 09,0,0,,,0,0,0,
2022-11-05 10,0,0,,,0,0,0,
2022-11-05 11,0,0,,,0,0,0,No Precip
2022-11-05 12,0,0,,,0,0,0,
2022-11-05 13,0,0,,,0,0,0,
2022-11-05 14,0,0,,,0,0,0,
2022-11-05 15,0,0,,,0,0,0,
2022-11-05 16,0,0,,,0,0,0,
2022-11-05 17,0,0,,,0,0,0,
2022-11-05 18,0,0,,,0,0,0,
2022-11-05 19,0,0,,,0,0,0,
2022-11-05 20,0,0,,,0,0,0,
2022-11-05 21,0,0,,,0,0,0,
2022-11-05 22,0,0,,,0,0,0,
2022-11-05 23,0,0,,,0,0,0,
2022-11-06 00,0,0,,,0,0,0,
2022-11-06 01,0,0,,,0,0,0,
2022-11-06 02,0,0,,,0,0,0,
2022-11-06 03,0,0,,,0,0,0,
2022-11-06 04,0,0,,,0,0,0,
2022-11-06 05,0,0,,,0,0,0,
2022-11-06 06,0,0,,,0,0,0,
2022-11-06 07,0,0,,,0,0,0,
2022-11-06 08,0,0,,,0,0,0,
2022-11-06 09,0,0,,,0,0,0,
2022-11-06 10,0,0,,,0,0,0,
2022-11-06 11,0,0,,,0.03,0,0,
2022-11-06 12,0,0,,,1.53,0,0,
2022-11-06 13,0,0,,,0,0,0,
2022-11-06 14,0,0,,,0,0,0,
2022-11-06 15,0,0,,,0,0,0,
2022-11-06 16,0,0.01,,,0,0,0,
2022-11-06 17,0,0.04,,,0,0,0,
2022-11-06 18,0,0.17,,,0,0,0,
2022-11-06 19,0,0,,,0,0,0,
2022-11-06 20,0,3.14,,,0,0,0,
2022-11-06 21,0,3.43,,,0,0,0,
2022-11-06 22,0,0.86,,,0.05,0,0,
2022-11-06 23,0,0.65,,,3.06,0,0,
2022-11-07 00,0,0.09,,,0,0,0,
2022-11-07 01,0,1.51,,,0,0,0,
2022-11-07 02,0,2.74,,,0.03,0,0,
2022-11-07 03,0,2.48,,,1.68,0,0,
2022-11-07 04,0,9.85,,,9.27,0,0,
2022-11-07 05,0,0.01,,,6.35,0,0,
2022-11-07 06,0,0,,,13.78,0,0,
2022-11-07 07,0,0,,,1.55,0,0,
2022-11-07 08,0,0,,,1.53,0,0,
2022-11-07 09,0,0,,,0,0,0,
2022-11-07 10,0,0,,,0,0,0,No Precip
2022-11-07 11,0,0,,,0,0,0,
2022-11-07 12,0,0,,,0,0,0,
2022-11-07 13,0,0,,,0,0,0,
2022-11-07 14,0,0,,,0,0,0,
2022-11-07 15,0,0,,,0,0,0,
2022-11-07 16,0,0,,,0,0,0,
2022-11-07 17,0,0,,,0,0,0,
2022-11-07 18,0,0,,,0,0,0,
2022-11-07 19,0,0,,,0,0,0,
2022-11-07 20,0,0,,,0,0,0,
2022-11-07 21,0,0,,,0,0,0,
2022-11-07 22,0,0,,,0,0,0,
2022-11-07 23,0,0,,,0,0,0,
2022-11-08 00,0,0,,,0,0,0,
2022-11-08 01,0,0,,,0,0,0,
2022-11-08 02,0,0,,,0,0,0,
2022-11-08 03,0,0,,,0,0,0,
2022-11-08 04,0,0,,,0,0,0,
2022-11-08 05,0,0,,,0,0,0,
2022-11-08 06,0,0,,,0,0,0,
2022-11-08 07,0,0,,,0,0,0,
2022-11-08 08,0,0,,,0,0,0,
2022-11-08 09,0,0,,,0,0,0,
2022-11-08 10,0,0,,,0,0,0,No Precip
2022-11-08 11,0,0,,,0,0,0,
2022-11-08 12,0,0,,,0,0,0,
2022-11-08 13,0,0,,,0,0,0,
2022-11-08 14,0,0,,,0,0,0,
2022-11-08 15,0,0,,,0,0,0,
2022-11-08 16,0,0,,,0,0,0,
2022-11-08 17,0,0,,,0,0,0,
2022-11-08 18,0,0,,,0,0,0,
2022-11-08 19,0,0,,,0,0,0,
2022-11-08 20,0,0,,,0,0,0,
2022-11-08 21,0,0,,,0,0,0,
2022-11-08 22,0,0,,,0,0,0,
2022-11-08 23,0,0,,,0,0,0,
2022-11-09 00,0,0,,,0,0,0,
2022-11-09 01,0,0,,,0,0,0,
2022-11-09 02,0,0,,,0,0,0,
2022-11-09 03,0,0,,,0,0,0,
2022-11-09 04,0,0,,,0,0,0,
2022-11-09 05,0,0,,,0,0,0,
2022-11-09 06,0,0,,,0,0,0,
2022-11-09 07,0,0,,,0,0,0,
2022-11-09 08,0,0,,,0,0,0,
2022-11-09 09,0,0,,,0,0,0,
2022-11-09 10,0,0,,,,0,0,No Precip
2022-11-09 11,0,0,,,0,0,0,
2022-11-09 12,0,0,,,0,0,0,
2022-11-09 13,0,0,,,0,0,0,
2022-11-09 14,0,0,,,0,0,0,
2022-11-09 15,0,0,,,0,0,0,
2022-11-09 16,0,0,,,0,0,0,
2022-11-09 17,0,0,,,0,0,0,
2022-11-09 18,0,0,,,0,0,0,
2022-11-09 19,0,0,,,0,0,0,
2022-11-09 20,0,0,,,0,0,0,
2022-11-09 21,0,0,,,0,0,0,
2022-11-09 22,0,0,,,0,0,0,
2022-11-09 23,0,0,,,0,0,0,
2022-11-10 00,0,0,,,0,0,0,
2022-11-10 01,0,0,,,0,0,0,
2022-11-10 02,0,0,,,0,0,0,
2022-11-10 03,0,0,,,0,0,0,
2022-11-10 04,0,0,,,0,0,0,
2022-11-10 05,0,0,,,0,0,0,
2022-11-10 06,0,0,,,0,0,0,
2022-11-10 07,0,0,,,0,0,0,
2022-11-10 08,0,0,,,0,0,0,
2022-11-10 09,0,0,,,0,0,0,
2022-11-10 10,0,0,,,,0,0,No Precip
2022-11-10 11,0,0,,,,0,0,
2022-11-10 12,0,0,,,,0,0,
2022-11-10 13,0,0,,,0,0,0,
2022-11-10 14,0,0,,,0,0,0,
2022-11-10 15,0,0,,,0,0,0,
2022-11-10 16,0,0,,,0,0,0,
2022-11-10 17,0,0,,,0,0,0,
2022-11-10 18,0,0,,,0,0,0,
2022-11-10 19,0,0,,,0,0,0,
2022-11-10 20,0,0,,,0,0,0,
2022-11-10 21,0,0,,,0,0,0,
2022-11-10 22,0,0,,,0,0,0,
2022-11-10 23,0,0,,,0,0,0,
2022-11-11 00,0,0,,,0,0,0,
2022-11-11 01,0,0,,,0,0,0,
2022-11-11 02,0,0,,,0,0,0,
2022-11-11 03,0,0,,,0,0,0,
2022-11-11 04,0,0,,,0,0,0,
2022-11-11 05,0,0,,,0,0,0,
2022-11-11 06,0,0,,,0,0,0,
2022-11-11 07,0,0,,,0,0,0,
2022-11-11 08,0,0,,,0,0,0,
2022-11-11 09,0,0,,,0,0,0,
2022-11-11 10,0,0,,,0,0,0,
2022-11-11 11,0,0,,,0,0,0,
2022-11-11 12,0,0,,,0,0,0,No Precip
2022-11-11 13,0,0,,,,0,0,
2022-11-11 14,0,0,,,,0,0,
2022-11-11 15,0,0,,,,0,0,
2022-11-11 16,0,0,,,,0,0,
2022-11-11 17,0,0,,,0,0,0,
2022-11-11 18,0,0,,,0,0,0,
2022-11-11 19,0,0,,,0,0,0,
2022-11-11 20,0,0,,,0,0,0,
2022-11-11 21,0,0.03,,,0,0,0,
2022-11-11 22,0,0.19,,,0,0,0,
2022-11-11 23,0,0.21,,,0.02,0,0,
2022-11-12 00,0,0.15,,,0.93,0,0,
2022-11-12 01,0,1.12,,,0.95,0,0,
2022-11-12 02,0,0.93,,,1.88,0,0,
2022-11-12 03,0,0.08,,,2.8,0,0,
2022-11-12 04,0,0.07,,,2.79,0,0,
2022-11-12 05,0,0.08,,,1.84,0,0,
2022-11-12 06,0,0,,,0,0,0,
2022-11-12 07,0,0.03,,,0.02,0,0,
2022-11-12 08,0,0,,,0.92,0,0,
2022-11-12 09,0,0,,,0,0,0,
2022-11-12 10,0,0,,,0,0,0,
2022-11-12 11,0,0.16,,,0,0,0,
2022-11-12 12,0,9.09,,,0.11,0,0,
2022-11-12 13,0,4.17,,,6.52,0,0,
2022-11-12 14,0,0.72,,,5.56,0,0,
2022-11-12 15,0,0.22,,,2.77,0,0,
2022-11-12 16,0,0.03,,,0.84,0,0,No Precip
2022-11-12 17,0,0.1,,,0,0,0,
2022-11-12 18,0,0.12,,,0,0,0,
2022-11-12 19,0,0.02,,,0,0,0,
2022-11-12 20,0,0,,,0,0,0,
2022-11-12 21,0,0.03,,,0,0,0,
2022-11-12 22,0,0,,,0,0,0,
2022-11-12 23,0,0,,,0,0,0,
2022-11-13 00,0,0,,,0,0,0,
2022-11-13 01,0,0,,,0,0,0,
2022-11-13 02,0,0,,,0,0,0,
2022-11-13 03,0,0,,,0,0,0,
2022-11-13 04,0,0,,,0,0,0,
2022-11-13 05,0,0.03,,,0,0,0,
2022-11-13 06,0,0,,,0,0,0,
2022-11-13 07,0,0.01,,,0,0,0,
2022-11-13 08,0,0,,,0,0,0,
2022-11-13 09,0,0,,,0,0,0,
2022-11-13 10,0,0,,,0,0,0,
2022-11-13 11,0,0,,,0,0,0,
2022-11-13 12,0,0,,,0,0,0,
2022-11-13 13,0,0,,,0,0,0,
2022-11-13 14,0,0.03,,,0,0,0,
2022-11-13 15,0,0.01,,,0,0,0,
2022-11-13 16,0,0,,,0,0,0,
2022-11-13 17,0,0,,,0,0,0,
2022-11-13 18,0,0.82,,,0,0,0,
2022-11-13 19,0,0.11,,,0,0,0,
2022-11-13 20,0,0.3,,,0,0,0,
2022-11-13 21,0,0,,,0,0,0,
2022-11-13 22,0,0,,,0,0,0,
2022-11-13 23,0,0,,,0,0,0,
2022-11-14 00,0,0,,,0,0,0,
2022-11-14 01,0,0,,,0,0,0,
2022-11-14 02,0,0,,,0,0,0,
2022-11-14 03,0,0,,,0,0,0,
2022-11-14 04,0,0,,,0,0,0,
2022-11-14 05,0,0,,,0,0,0,
2022-11-14 06,0,0,,,0,0,0,
2022-11-14 07,0,0,,,0,0,0,
2022-11-14 08,0,0,,,0,0,0,
2022-11-14 09,0,0,,,0,0,0,
2022-11-14 10,0,0,,,,0,0,No Precip
2022-11-14 11,0,0,,,0,0,0,
2022-11-14 12,0,0,,,0,0,0,
2022-11-14 13,0,0,,,0,0,0,
2022-11-14 14,0,0,,,0,0,0,
2022-11-14 15,0,0,,,0,0,0,
2022-11-14 16,0,0,,,0,0,0,
2022-11-14 17,0,0,,,0,0,0,
2022-11-14 18,0,0,,,0,0,0,
2022-11-14 19,0,0,,,0,0,0,
2022-11-14 20,0,0,,,0,0,0,
2022-11-14 21,0,0,,,0,0,0,
2022-11-14 22,0,0,,,0,0,0,
2022-11-14 23,0,0,,,0,0,0,
2022-11-15 00,0,0,,,0,0,0,
2022-11-15 01,0,0,,,0,0,0,
2022-11-15 02,0,0,,,0,0,0,
2022-11-15 03,0,0,,,0,0,0,
2022-11-15 04,0,0,,,0,0,0,
2022-11-15 05,0,0,,,0,0,0,
2022-11-15 06,0,0,,,0,0,0,
2022-11-15 07,0,0,,,0,0,0,
2022-11-15 08,0,0,,,0,0,0,
2022-11-15 09,0,0,,,0,0,0,
2022-11-15 10,0,0,,,0,0,0,No Precip
2022-11-15 11,0,0,,,0,0,0,
2022-11-15 12,0,0,,,0,0,0,
2022-11-15 13,0,0,,,0,0,0,
2022-11-15 14,0,0,,,0,0,0,
2022-11-15 15,0,0,,,0,0,0,
2022-11-15 16,0,0,,,0,0,0,
2022-11-15 17,0,0,,,0,0,0,
2022-11-15 18,0,0,,,0,0,0,
2022-11-15 19,0,0,,,0,0,0,
2022-11-15 20,0,0,,,0,0,0,
2022-11-15 21,0,0,,,0,0,0,
2022-11-15 22,0,0,,,0,0,0,
2022-11-15 23,0,0,,,0,0,0,
2022-11-16 00,0,0,,,0,0,0,
2022-11-16 01,0,0,,,0,0,0,
2022-11-16 02,0,0,,,0,0,0,
2022-11-16 03,0,0,,,0,0,0,
2022-11-16 04,0,0,,,0,0,0,
2022-11-16 05,0,0,,,0,0,0,
2022-11-16 06,0,0,,,0,0,0,
2022-11-16 07,0,0,,,0,0,0,
2022-11-16 08,0.03,0,,,0,0,0,
2022-11-16 09,0.14,0,,,0.01,0.01,0.13,
2022-11-16 10,0.03,0,,,,0.02,0.15,Snow
2022-11-16 11,0.14,0,,,0.02,0.03,0.28,
2022-11-16 12,0.93,0,,,0.02,0.12,1.21,
2022-11-16 13,1.88,0.1,,,0.02,0.32,3.09,
2022-11-16 14,1.95,0.29,,,0.02,0.54,5.07,
2022-11-16 15,1.97,0.37,,,0.02,0.78,7.06,
2022-11-16 16,1.99,0.34,,,0.02,1.01,9.05,
2022-11-16 17,1.17,0.26,,,0.02,1.15,10.19,
2022-11-16 18,1.08,0.38,,,0.02,1.3,11.25,
2022-11-16 19,0.01,0.13,,,0.02,1.31,11.18,
2022-11-16 20,0.7,0.13,,,0.02,1.39,11.83,
2022-11-16 21,0.38,0.11,,,0.02,1.44,12.14,
2022-11-16 22,0.01,0,,,0,1.44,12.06,
2022-11-16 23,0,0,,,0,1.44,11.98,
2022-11-17 00,0,0,,,0,1.44,11.9,
2022-11-17 01,0,0,,,0,1.44,11.82,
2022-11-17 02,0,0,,,0,1.44,11.74,
2022-11-17 03,0,0,,,0,1.44,11.67,
2022-11-17 04,0,0,,,0,1.44,11.6,
2022-11-17 05,0,0,,,0,1.44,11.53,
2022-11-17 06,0,0,,,0,1.44,11.46,
2022-11-17 07,0,0,,,0,1.44,11.39,
2022-11-17 08,0,0,,,0,1.44,11.33,
2022-11-17 09,0,0,,,0,1.44,11.26,
2022-11-17 10,0,0,,,,1.44,11.2,No Precip
2022-11-17 11,0,0,,,,1.43,11.13,
2022-11-17 12,0,0,,,,1.43,11.07,
2022-11-17 13,0,0,,,0,1.43,11,
2022-11-17 14,0,0,,,0,1.43,10.94,
2022-11-17 15,0,0,,,0,1.43,10.87,
2022-11-17 16,0,0,,,0,1.42,10.81,
2022-11-17 17,0,0,,,0,1.42,10.74,
2022-11-17 18,0,0,,,0,1.42,10.68,
2022-11-17 19,0,0,,,0,1.42,10.62,
2022-11-17 20,0,0,,,0,1.41,10.56,
2022-11-17 21,0,0,,,0,1.41,10.5,
2022-11-17 22,0,0,,,0,1.41,10.44,
2022-11-17 23,0,0,,,0,1.41,10.39,
2022-11-18 00,0,0,,,0,1.4,10.33,
2022-11-18 01,0,0,,,0,1.4,10.28,
2022-11-18 02,0,0,,,0,1.4,10.22,
2022-11-18 03,0,0,,,0,1.39,10.17,
2022-11-18 04,0,0,,,0,1.39,10.12,
2022-11-18 05,0,0,,,0,1.39,10.08,
2022-11-18 06,0,0,,,0,1.39,10.04,
2022-11-18 07,0,0,,,0,1.21,8.75,
2022-11-18 08,0,0,,,0,1.04,7.48,
2022-11-18 09,0,0,,,0,0.87,6.21,
2022-11-18 10,0,0,,,0,0.69,4.95,
2022-11-18 11,0,0,,,0,0.52,3.69,
2022-11-18 12,0.14,0,,,0,0.36,2.56,No Precip
2022-11-18 13,0.09,0,,,,0.36,2.64,
2022-11-18 14,0,0,,,,0.36,2.63,
2022-11-18 15,0,0,,,,0.36,2.61,
2022-11-18 16,0,0,,,0,0.36,2.58,
2022-11-18 17,0,0,,,0,0.36,2.56,
2022-11-18 18,0,0,,,0,0.35,2.53,
2022-11-18 19,0,0,,,0,0.35,2.5,
2022-11-18 20,0,0,,,0,0.35,2.47,
2022-11-18 21,0,0,,,0,0.34,2.44,
2022-11-18 22,0,0,,,0,0.34,2.42,
2022-11-18 23,0,0,,,0,0.34,2.4,
2022-11-19 00,0,0,,,0,0.34,2.39,
2022-11-19 01,0,0,,,0,0.34,2.38,
2022-11-19 02,0,0,,,0,0.33,2.37,
2022-11-19 03,0,0,,,0,0.33,2.35,
2022-11-19 04,0,0,,,0,0.33,2.34,
2022-11-19 05,0,0,,,0,0.33,2.33,
2022-11-19 06,0,0,,,0,0.33,2.32,
2022-11-19 07,0,0,,,0,0.33,2.31,
2022-11-19 08,0,0,,,0,0.33,2.3,
2022-11-19 09,0,0,,,0,0.33,2.29,
2022-11-19 10,0,0,,,0,0.33,2.28,
2022-11-19 11,0,0,,,0,0.32,2.26,
2022-11-19 12,0,0,,,0,0.32,2.25,
2022-11-19 13,0,0,,,0,0.32,2.24,
2022-11-19 14,0,0,,,0,0.32,2.22,No Precip
2022-11-19 15,0,0,,,0,0.32,2.2,
2022-11-19 16,0,0,,,0,0.31,2.17,
2022-11-19 17,0,0,,,0,0.31,2.15,
2022-11-19 18,0,0,,,0,0.31,2.12,
2022-11-19 19,0,0,,,0,0.3,2.1,
2022-11-19 20,0,0,,,0,0.3,2.07,
2022-11-19 21,0,0,,,0,0.3,2.05,
2022-11-19 22,0,0,,,0,0.3,2.02,
2022-11-19 23,0,0,,,0,0.29,1.99,
2022-11-20 00,0,0,,,0,0.29,1.97,
2022-11-20 01,0,0,,,0,0.28,1.94,
2022-11-20 02,0,0,,,0,0.28,1.92,
2022-11-20 03,0,0,,,0,0.28,1.89,
2022-11-20 04,0,0,,,0,0.27,1.86,
2022-11-20 05,0,0,,,0,0.27,1.84,
2022-11-20 06,0,0,,,0,0.27,1.81,
2022-11-20 07,0,0,,,0,0.27,1.79,
2022-11-20 08,0,0,,,0,0.26,1.77,
2022-11-20 09,0,0,,,0,0.26,1.74,
2022-11-20 10,0,0,,,0,0.26,1.72,
2022-11-20 11,0.05,0,,,0,0.26,1.75,
2022-11-20 12,0,0,,,0,0.26,1.74,
2022-11-20 13,0,0,,,0,0.26,1.72,
2022-11-20 14,0,0,,,0.04,0.25,1.7,
